website,link,price_crawled,price_DOP,title,rooms,bathrooms,location_crawled,sector,province,condition,current_use,square_footage,floor,elevator,buildable,construction_year,amenities,amount_amenities
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1304176/,"US$ 1,850/Mes",104993.235,Naco,3.0,3.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,175,3,0,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Lobby-Planta El�ctrica-Seguridad 24 Horas-Vestidores-Walk In Closet,14,https://img.supercasas.com/AdsPhotos/800x600/0/9053449.jpg
supercasas,https://www.supercasas.com/penthouse-alquiler-piantini/1304181/,"US$ 1,600/Mes",90804.96,Piantini,3.0,3.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,230,10,2,S�,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Family Room-Lobby-Planta El�ctrica-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,16,https://img.supercasas.com/AdsPhotos/800x600/0/9053494.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1306035/,"US$ 2,150/Mes",122019.16500000001,Evaristo Morales,3.0,3.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,166,7,1,No,N/D,Ascensor-Balc�n-Cuarto de Servicio-Estudio-Planta El�ctrica,5,https://img.supercasas.com/AdsPhotos/800x600/0/9073491.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1304494/,"US$ 3,000/Mes",170259.30000000002,Piantini,3.0,3.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,210,0,1,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estudio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Vestidores-Walk In Closet,18,https://img.supercasas.com/AdsPhotos/800x600/0/9056803.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-los-cacicazgos/1306040/,"US$ 1,850/Mes",104993.235,Los Cacicazgos,3.0,3.5,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,236,9,1,No,N/D,1/2 Ba�o-Aire Acondicionado-Area Servicio Independiente-Ascensor-Balc�n-Cuarto de Servicio-Estar Familiar-Lobby-Planta El�ctrica-Seguridad 24 Horas,10,https://img.supercasas.com/AdsPhotos/800x600/0/9073534.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1306041/,"US$ 1,500/Mes",85129.65000000001,Piantini,1.0,1.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,90,8,3,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Cisterna-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Walk In Closet,11,https://img.supercasas.com/AdsPhotos/800x600/0/9073536.jpg
supercasas,https://www.supercasas.com/naves-alquiler-autopista-duarte/1297114/,"US$ 2,160/Mes",122586.69600000001,Autopista Duarte,1.0,2.0,"Autopista Duarte, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,288,0,0,No,2022,1/2 Ba�o-Agua Potable,2,https://img.supercasas.com/AdsPhotos/800x600/0/8979352.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-los-restauradores/1304055/,"RD$ 65,000/Mes",65000,Los Restauradores,3.0,2.5,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,171,2,1,No,2021,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Planta El�ctrica-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,14,https://img.supercasas.com/AdsPhotos/800x600/0/9052192.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-av--ecologica/1300930/,"RD$ 67,000/Mes",67000,Av. Ecol�gica,3.0,2.0,"Av. Ecol�gica, Santo Domingo Este, Santo Domingo",Santo Domingo Este,Santo Domingo,Nueva,Residencial,232,0,2,No,2019,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Gazebo-Gimnasio-Inversor-Jacuzzi-Lobby-Patio-Piscina-Planta El�ctrica-Pozo-Sat�lite-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,28,https://img.supercasas.com/AdsPhotos/800x600/0/9019185.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1282355/,"US$ 2,500/Mes",141882.75,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,145,7,0,No,N/D,1/2 Ba�o-Agua Potable-Ascensor-Control de Acceso-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Walk In Closet,9,https://img.supercasas.com/AdsPhotos/800x600/0/8822772.jpg
supercasas,https://www.supercasas.com/casas-alquiler-metro-country-club/1281272/,"US$ 3,500/Mes",198635.85,Metro Country Club,3.0,3.5,"Metro Country Club, San Pedro De Macoris, San Pedro De Macoris",San Pedro De Macoris,San Pedro De Macoris,Nueva,Residencial,360,0,0,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Balc�n-Control de Acceso-Cuarto de Servicio-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Walk In Closet,11,https://img.supercasas.com/AdsPhotos/800x600/0/8810817.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-zona-universitaria/1306037/,US$ 875/Mes,49658.9625,Zona Universitaria,2.0,2.5,"Zona Universitaria, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,86,2,1,No,N/D,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Balc�n-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas,8,https://img.supercasas.com/AdsPhotos/800x600/0/9073503.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1282716/,"US$ 1,700/Mes",96480.27,Evaristo Morales,3.0,3.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,155,9,1,No,N/D,1/2 Ba�o-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,14,https://img.supercasas.com/AdsPhotos/800x600/0/8826720.jpg
supercasas,https://www.supercasas.com/penthouse-alquiler-gazcue/1299490/,"US$ 3,400/Mes",192960.54,Gazcue,3.0,3.5,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,260,7,1,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Cuarto de Servicio-Gimnasio-Lobby-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,10,https://img.supercasas.com/AdsPhotos/800x600/0/9004260.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-bella-vista-sur/1304686/,US$ 850/Mes,48240.135,Bella Vista Sur ,1.0,1.5,"Bella Vista Sur , Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,95,3,1,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Lobby-Seguridad 24 Horas-Vestidores-Walk In Closet,12,https://img.supercasas.com/AdsPhotos/800x600/0/9058945.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-serralles/1305647/,"US$ 1,000/Mes",56753.100000000006,Serralles,1.0,1.0,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,60,6,2,No,N/D,Area de Juegos Infantiles-Ascensor-Cisterna-Control de Acceso-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Terraza-Vestidores,11,https://img.supercasas.com/AdsPhotos/800x600/0/9069433.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1301616/,"US$ 1,300/Mes",73779.03,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,160,10,2,No,2023,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estudio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,16,https://img.supercasas.com/AdsPhotos/800x600/0/9026021.jpg
supercasas,https://www.supercasas.com/casas-alquiler-arroyo-hondo-ii/1300731/,"US$ 1,300/Mes",73779.03,Arroyo Hondo II,3.0,2.5,"Arroyo Hondo II, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,332,2,0,No,N/D,1/2 Ba�o-Balc�n-Cisterna-Cuarto de Servicio-Estudio-Patio-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,11,https://img.supercasas.com/AdsPhotos/800x600/0/9017137.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-sur/1304685/,"US$ 1,200/Mes",68103.72,Mirador Sur,3.0,2.5,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,148,3,1,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Vestidores-Walk In Closet,15,https://img.supercasas.com/AdsPhotos/800x600/0/9058930.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-av--monumental/1304321/,"RD$ 32,500/Mes",32500,Av. Monumental,3.0,2.0,"Av. Monumental, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,113,1,0,No,2021,Area de Juegos Infantiles-Balc�n-Cuarto de Servicio-Seguridad 24 Horas-Walk In Closet,5,https://img.supercasas.com/AdsPhotos/800x600/0/9054918.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1304683/,"US$ 1,700/Mes",96480.27,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,92,5,2,No,2020,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Vestidores-Walk In Closet,15,https://img.supercasas.com/AdsPhotos/800x600/0/9058915.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-sur/1305915/,"US$ 2,300/Mes",130532.13,Mirador Sur,3.0,2.5,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,195,3,1,No,N/D,1/2 Ba�o-Area Servicio Independiente-Ascensor-Cuarto de Servicio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Terraza,8,https://img.supercasas.com/AdsPhotos/800x600/0/9072159.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-arroyo-hondo-viejo/1304709/,"US$ 1,500/Mes",85129.65000000001,Arroyo Hondo Viejo,2.0,2.0,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,134,5,2,No,2023,Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,14,https://img.supercasas.com/AdsPhotos/800x600/0/9059149.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-boca-chica/1305270/,"US$ 1,100/Mes",62428.41,Boca Chica,2.0,1.0,"Boca Chica, Boca Chica, Santo Domingo",Boca Chica,Santo Domingo,Segundo Uso,Residencial,91,2,0,No,2018,Agua Potable-Aire Acondicionado-Ascensor-Cisterna-Gimnasio-Lobby-Seguridad 24 Horas-Terraza,8,https://img.supercasas.com/AdsPhotos/800x600/0/9065434.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-ensanche-paraiso/1305486/,"US$ 1,800/Mes",102155.58,Ensanche Para�so,3.0,2.5,"Ensanche Para�so, Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,137,3,1,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estudio-Inversor-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Vestidores-Walk In Closet,16,https://img.supercasas.com/AdsPhotos/800x600/0/9067840.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1305006/,US$ 900/Mes,51077.79,Gazcue,1.0,1.5,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0,5,0,No,N/D,1/2 Ba�o-Agua Potable-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Vestidores,12,https://img.supercasas.com/AdsPhotos/800x600/0/9062400.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1301419/,"US$ 1,100/Mes",62428.41,La Esperilla,3.0,2.0,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,250,6,2,No,N/D,Cisterna-Control de Acceso-Cuarto de Servicio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Vestidores-Walk In Closet,8,https://img.supercasas.com/AdsPhotos/800x600/0/9023999.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-sur/1305912/,"US$ 1,000/Mes",56753.100000000006,Mirador Sur,1.0,1.0,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,45,1,1,No,N/D,Ascensor-Lobby-Planta El�ctrica-Seguridad 24 Horas,4,https://img.supercasas.com/AdsPhotos/800x600/0/9072136.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1302673/,US$ 850/Mes,48240.135,Naco,1.0,1.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,72,6,1,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Control de Acceso-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,12,https://img.supercasas.com/AdsPhotos/800x600/0/9036827.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-norte/1304975/,"US$ 1,600/Mes",90804.96,Mirador Norte,3.0,3.5,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Comercial,295,6,1,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Family Room-Planta El�ctrica-Seguridad 24 Horas,6,https://img.supercasas.com/AdsPhotos/800x600/0/9062090.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-serralles/1302656/,"US$ 1,200/Mes",68103.72,Serralles,1.0,1.5,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0,6,2,No,N/D,1/2 Ba�o-Ascensor-Lobby-Picuzzi-Planta El�ctrica-Seguridad 24 Horas,6,https://img.supercasas.com/AdsPhotos/800x600/0/9036666.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1302695/,"US$ 1,100/Mes",62428.41,Evaristo Morales,1.0,1.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,75,5,2,No,N/D,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Balc�n-Gimnasio-Jacuzzi-Seguridad 24 Horas-Terraza,8,https://img.supercasas.com/AdsPhotos/800x600/0/9037083.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1305745/,"US$ 1,100/Mes",62428.41,Piantini,1.0,1.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,50,0,0,No,N/D,Ascensor-Balc�n-Gimnasio-Piscina-Seguridad 24 Horas,5,https://img.supercasas.com/AdsPhotos/800x600/0/9070369.jpg
supercasas,https://www.supercasas.com/casas-alquiler-arroyo-hondo-viejo/1299902/,"US$ 2,700/Mes",153233.37,Arroyo Hondo Viejo,4.0,3.0,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,450,0,0,No,N/D,1/2 Ba�o-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Piscina-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,14,https://img.supercasas.com/AdsPhotos/800x600/0/9008601.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-serralles/1301636/,"US$ 1,200/Mes",68103.72,Serralles,3.0,2.0,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,147,5,0,No,N/D,1/2 Ba�o-Cuarto de Servicio-Seguridad 24 Horas,3,https://img.supercasas.com/AdsPhotos/800x600/0/9026188.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-arroyo-hondo-viejo/1302310/,"RD$ 40,000/Mes",40000,Arroyo Hondo Viejo,3.0,3.0,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,260,2,0,No,N/D,1/2 Ba�o-Balc�n-Patio-Terraza,4,https://img.supercasas.com/AdsPhotos/800x600/0/9032930.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-el-millon/1301834/,"US$ 1,500/Mes",85129.65000000001,El Millon,3.0,3.0,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,250,2,0,No,N/D,1/2 Ba�o-Area de Juegos Infantiles-Terraza,3,https://img.supercasas.com/AdsPhotos/800x600/0/9028076.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1303329/,"US$ 1,200/Mes",68103.72,Evaristo Morales,1.0,1.0,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,80,0,0,No,N/D,1/2 Ba�o-Area de Juegos Infantiles-Balc�n-Gimnasio-Jacuzzi,5,https://img.supercasas.com/AdsPhotos/800x600/0/9043912.jpg
supercasas,https://www.supercasas.com/casas-alquiler-arroyo-hondo-viejo/1301810/,"US$ 1,500/Mes",85129.65000000001,Arroyo Hondo Viejo,3.0,2.5,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Mixto,300,2,0,No,N/D,1/2 Ba�o-Cuarto de Servicio-Estudio-Terraza,4,https://img.supercasas.com/AdsPhotos/800x600/0/9027853.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1302857/,"US$ 1,200/Mes",68103.72,Evaristo Morales,2.0,2.0,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,127,6,1,No,N/D,1/2 Ba�o-Area Servicio Independiente-Ascensor-Cuarto de Servicio-Planta El�ctrica,5,https://img.supercasas.com/AdsPhotos/800x600/0/9038827.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1301639/,"US$ 1,100/Mes",62428.41,Evaristo Morales,1.0,1.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,75,5,2,No,N/D,1/2 Ba�o-Area de Juegos Infantiles-Balc�n-Jacuzzi-Seguridad 24 Horas,5,https://img.supercasas.com/AdsPhotos/800x600/0/9026230.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-urbanizacion-real/1303409/,"US$ 2,500/Mes",141882.75,Urbanizacion Real,2.0,2.5,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,110,0,4,No,N/D,1/2 Ba�o-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cuarto de Servicio-Lobby-Sauna-Walk In Closet,9,https://img.supercasas.com/AdsPhotos/800x600/0/9044757.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1303345/,US$ 950/Mes,53915.445,Naco,1.0,1.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,80,7,1,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Lobby-Planta El�ctrica-Seguridad 24 Horas,6,https://img.supercasas.com/AdsPhotos/800x600/0/9044381.jpg
supercasas,https://www.supercasas.com/casas-venta-y-alquiler-cuesta-hermosa-ii/1305139/,"RD$ 2,500/Mes",2500,Cuesta Hermosa II,5.0,5.0,"Cuesta Hermosa II, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0,3,0,No,N/D,1/2 Ba�o-Area Servicio Independiente-Balc�n-Cuarto de Servicio-Family Room-Jacuzzi-Lobby-Patio-Seguridad 24 Horas-Walk In Closet,10,https://img.supercasas.com/AdsPhotos/800x600/0/9063827.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-arroyo-hondo-viejo/1304525/,"RD$ 35,000/Mes",35000,Arroyo Hondo Viejo,3.0,2.0,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,142,3,0,No,N/D,Seguridad 24 Horas1/2 Ba�o-Balc�n-Cuarto de Servicio,3,https://img.supercasas.com/AdsPhotos/800x600/0/9057143.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1302695/,"US$ 1,100/Mes",62428.41,Evaristo Morales,1.0,1.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,75,5,2,No,N/D,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Balc�n-Gimnasio-Jacuzzi-Seguridad 24 Horas-Terraza,8,https://img.supercasas.com/AdsPhotos/800x600/0/9037083.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1302857/,"US$ 1,200/Mes",68103.72,Evaristo Morales,2.0,2.0,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,127,6,1,No,N/D,1/2 Ba�o-Area Servicio Independiente-Ascensor-Cuarto de Servicio-Planta El�ctrica,5,https://img.supercasas.com/AdsPhotos/800x600/0/9038827.jpg
