website,link,price_crawled,price_DOP,date_crawled,day_upload,month_upload,year_upload,title,location_crawled,sector_from_location,province,rooms,bathrooms,square_footage,amenities,amount_amenities, image_link
mercado-libre,https://apartamento.mercadolibre.com.do/MRD-526074215-apartamento-en-alquiler-piantini-3-hab-amueblado-_JM#position=3&search_layout=grid&type=item&tracking_id=721e3794-a2ed-425b-9321-2b650c2f5d0e,2700,2700,Publicado hace 6 d�as,22,2,2023,"<h1 class=""ui-pdp-title"">Apartamento En Alquiler Piantini, 3 Hab Amueblado</h1>","No uses servicios de pago an�nimos para pagar, reservar o adelantar dinero sin haber visto el inmueble.",No uses servicios de pago an�nimos para pagar,reservar o adelantar dinero sin haber visto el inmueble.,3,4,,"Yanny alquila-Espectacular apartamento en alquiler totalmente amueblado, ubicado exclusivo sector de Piantini, piso alto con vista al mar, 3 habitaciones cada una con su ba�o, ba�o de visita, balc�n, sala , comedor, cocina abierta con desayunador, �rea de servicios y lavado, 2 parqueos. lobby climatizado y amueblado, �rea social, sal�n multiuso, �rea infantil, sal�n multiuso, terraza techada y destechada, piscina, gimnasio. Seguridad 24 horas, planta full",0,https://http2.mlstatic.com/D_Q_NP_955198-MRD53967253708_022023-R.webp
