website,link,price_crawled,price_DOP,title,rooms,bathrooms,location_crawled,sector,province,condition,current_use,square_footage,floor,elevator,buildable,construction_year,amenities,amount_amenities,image_link
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1299989/,"US$ 1,150/Mes",65266.065,Naco,1.0,1.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,78,3,2,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Control de Acceso-Lobby-Planta El�ctrica-Pozo-Terraza-Walk In Closet,12,https://img.supercasas.com/AdsPhotos/800x600/0/9009592.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1300959/,"US$ 2,150/Mes",122019.165,Evaristo Morales,2.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,N/D,Residencial,157,7,0,No,N/D,Balc�n-Gimnasio-Seguridad 24 Horas,3,https://img.supercasas.com/AdsPhotos/800x600/0/9019519.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1297665/,"US$ 1,000/Mes",56753.1,La Esperilla,1.0,2.0,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,0,0,0,No,N/D,Gimnasio-Lobby-Picuzzi-Terraza,4,https://img.supercasas.com/AdsPhotos/800x600/0/8985094.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1290224/,"US$ 1,300/Mes",73779.03,Evaristo Morales,2.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,145,0,2,No,2022,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estudio-Gazebo-Gimnasio-Jacuzzi-Lobby-Picuzzi-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,21,https://img.supercasas.com/AdsPhotos/800x600/0/8906343.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1295844/,US$ 800/Mes,45402.48,Naco,1.0,1.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,75,0,3,No,2022,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,22,https://img.supercasas.com/AdsPhotos/800x600/0/8965798.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1303685/,"US$ 1,200/Mes",68103.72,Piantini,2.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,N/D,Residencial,110,8,0,No,N/D,Ascensor-Seguridad 24 Horas,2,https://img.supercasas.com/AdsPhotos/800x600/0/9047762.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-malecon/1231682/,"US$ 1,700/Mes",96480.27,Malecon,3.0,3.5,"Malecon, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,350,15,3,No,N/D,1/2 Ba�o-Agua Potable-Area Servicio Independiente-Ascensor-Control de Acceso-Gimnasio-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,13,https://img.supercasas.com/AdsPhotos/800x600/0/8293765.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-bella-vista/1298741/,"US$ 2,000/Mes",113506.2,Bella Vista,3.0,2.5,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,165,0,3,No,2022,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Family Room-Gazebo-Gimnasio-Jacuzzi-Lobby-Picuzzi-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,23,https://img.supercasas.com/AdsPhotos/800x600/0/8996437.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1302908/,"US$ 1,050/Mes",59590.755,La Esperilla,1.0,2.0,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,72,6,0,No,2022,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Control de Acceso-Gimnasio-Jacuzzi-Lobby-Planta El�ctrica-Seguridad 24 Horas-Walk In Closet,12,https://img.supercasas.com/AdsPhotos/800x600/0/9039474.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-los-cacicazgos/1297939/,"US$ 1,300/Mes",73779.03,Los Cacicazgos,1.0,1.5,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,85,0,4,No,2020,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Family Room-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,22,https://img.supercasas.com/AdsPhotos/800x600/0/8989027.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-serralles/1273478/,"US$ 2,300/Mes",130532.13,Serralles,3.0,2.5,"Serralles, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,180,0,1,S�,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,18,https://img.supercasas.com/AdsPhotos/800x600/0/8727867.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1290490/,"US$ 1,650/Mes",93642.615,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,140,10,4,No,2022,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,22,https://img.supercasas.com/AdsPhotos/800x600/0/8909024.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1304878/,"US$ 2,500/Mes",141882.75,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,105,0,0,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Gimnasio-Jacuzzi-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas,9,https://img.supercasas.com/AdsPhotos/800x600/0/9060980.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-zona-universitaria/1304875/,US$ 875/Mes,49658.9625,Zona Universitaria,1.0,1.5,"Zona Universitaria, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,0,5,0,No,N/D,1/2 Ba�o-Gimnasio-Jacuzzi-Seguridad 24 Horas,4,https://img.supercasas.com/AdsPhotos/800x600/0/9060926.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1300360/,"US$ 1,150/Mes",65266.065,Piantini,1.0,1.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,63,13,2,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Control de Acceso-Gimnasio-Planta El�ctrica-Seguridad 24 Horas-Terraza,8,https://img.supercasas.com/AdsPhotos/800x600/0/9013576.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1302896/,"US$ 1,350/Mes",76616.685,Evaristo Morales,1.0,1.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,0,7,0,No,N/D,1/2 Ba�o-Ascensor-Gimnasio-Lobby-Seguridad 24 Horas-Terraza,6,https://img.supercasas.com/AdsPhotos/800x600/0/9039286.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-bella-vista/1301143/,"US$ 1,250/Mes",70941.375,Bella Vista,3.0,2.5,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,180,0,1,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Control de Acceso-Cuarto de Servicio-Lobby-Seguridad 24 Horas-Walk In Closet,8,https://img.supercasas.com/AdsPhotos/800x600/0/9021329.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-av--george-washington/1300976/,US$ 950/Mes,53915.445,Av. George Washington,3.0,3.5,"Av. George Washington, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,145,9,1,No,N/D,Ascensor-Planta El�ctrica-Seguridad 24 Horas,3,https://img.supercasas.com/AdsPhotos/800x600/0/9019747.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1271625/,"US$ 2,200/Mes",124856.82,Piantini,3.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,192,0,1,No,N/D,1/2 Ba�o-Ascensor-Gimnasio-Piscina-Planta El�ctrica,5,https://img.supercasas.com/AdsPhotos/800x600/0/8708592.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-julieta-morales/1299199/,"US$ 1,000/Mes",56753.1,Julieta Morales,2.0,2.5,"Julieta Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,93,6,0,No,N/D,1/2 Ba�o-Ascensor-Planta El�ctrica-Pozo,4,https://img.supercasas.com/AdsPhotos/800x600/0/9001239.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1278083/,"US$ 2,300/Mes",130532.13,Naco,3.0,3.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,200,0,0,No,N/D,Ascensor-Balc�n-Cuarto de Servicio-Estudio-Gimnasio-Piscina-Planta El�ctrica-Terraza,8,https://img.supercasas.com/AdsPhotos/800x600/0/8776749.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1301126/,"US$ 1,700/Mes",96480.27,La Esperilla,3.0,3.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,225,0,0,No,N/D,Ascensor-Planta El�ctrica-Seguridad 24 Horas-Terraza,4,https://img.supercasas.com/AdsPhotos/800x600/0/9021157.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-sur/1299197/,"US$ 1,400/Mes",79454.34,Mirador Sur,3.0,2.5,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,148,0,0,No,N/D,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Balc�n-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica,8,https://img.supercasas.com/AdsPhotos/800x600/0/9001203.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-bella-vista-sur/1298093/,"US$ 1,300/Mes",73779.03,Bella Vista Sur ,3.0,2.5,"Bella Vista Sur , Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,179,6,2,No,N/D,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,17,https://img.supercasas.com/AdsPhotos/800x600/0/8989576.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-renacimiento/1298692/,"US$ 1,300/Mes",73779.03,Renacimiento,3.0,3.5,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,175,2,0,No,N/D,Balc�n-Cisterna-Cuarto de Servicio-Inversor-Pozo,5,https://img.supercasas.com/AdsPhotos/800x600/0/8995932.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1298173/,"US$ 1,150/Mes",65266.065,Piantini,3.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,172,2,0,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Pozo,6,https://img.supercasas.com/AdsPhotos/800x600/0/8990348.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-norte/1303708/,"US$ 2,600/Mes",147558.06,Mirador Norte,4.0,3.5,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,500,4,0,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Seguridad 24 Horas-Walk In Closet,5,https://img.supercasas.com/AdsPhotos/800x600/0/9048046.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1298363/,"US$ 1,050/Mes",59590.755,Naco,1.0,1.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,89,8,2,No,N/D,1/2 Ba�o-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Lobby-Planta El�ctrica-Pozo,8,https://img.supercasas.com/AdsPhotos/800x600/0/8992426.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1302314/,"US$ 1,400/Mes",79454.34,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,125,4,1,No,N/D,1/2 Ba�o-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Gimnasio-Jacuzzi-Lobby,9,https://img.supercasas.com/AdsPhotos/800x600/0/9032963.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-renacimiento/1302852/,"US$ 1,600/Mes",90804.96,Renacimiento,3.0,2.5,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,165,3,1,No,N/D,1/2 Ba�o-Aire Acondicionado-Ascensor-Cisterna-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas,10,https://img.supercasas.com/AdsPhotos/800x600/0/9038794.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1295991/,"US$ 1,000/Mes",56753.1,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,148,6,1,No,N/D,1/2 Ba�o-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Planta El�ctrica-Pozo-Walk In Closet,9,https://img.supercasas.com/AdsPhotos/800x600/0/8967422.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1304379/,US$ 750/Mes,42564.825,Evaristo Morales,1.0,1.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,90,5,1,No,N/D,1/2 Ba�o-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Planta El�ctrica-Pozo-Seguridad 24 Horas,9,https://img.supercasas.com/AdsPhotos/800x600/0/9055510.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1300769/,US$ 925/Mes,52496.6175,Naco,1.0,1.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,75,4,2,No,N/D,Ascensor-Balc�n-Cisterna-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Walk In Closet1/2 Ba�o-Aire Acondicionado,10,https://img.supercasas.com/AdsPhotos/800x600/0/9017547.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1298182/,"US$ 3,500/Mes",198635.85,Piantini,3.0,3.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0,2,1,No,N/D,1/2 Ba�o-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Cisterna-Cuarto de Servicio-Estar Familiar-Family Room-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Terraza-Walk In Closet,15,https://img.supercasas.com/AdsPhotos/800x600/0/8990430.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1300159/,"US$ 1,050/Mes",59590.755,Naco,1.0,2.0,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,60,0,1,No,N/D,Aire Acondicionado-Ascensor-Balc�n-Cisterna-Gimnasio-Jacuzzi-Planta El�ctrica,7,https://img.supercasas.com/AdsPhotos/800x600/0/9011480.jpg
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-los-prados/1294609/,"US$ 1,800/Mes",102155.58,Los Prados,3.0,2.5,"Los Prados, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,185,2,1,No,2022,1/2 Ba�o-Aire Acondicionado-Ascensor-Balc�n-Cuarto de Servicio-Lobby-Planta El�ctrica-Pozo-Terraza,9,https://img.supercasas.com/AdsPhotos/800x600/0/8953609.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1303273/,"US$ 1,225/Mes",69522.5475,Evaristo Morales,1.0,1.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,65,10,3,No,N/D,1/2 Ba�o-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Walk In Closet,12,https://img.supercasas.com/AdsPhotos/800x600/0/9043269.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1298513/,"US$ 1,200/Mes",68103.72,Evaristo Morales,2.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,150,7,2,No,N/D,1/2 Ba�o-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Pozo,11,https://img.supercasas.com/AdsPhotos/800x600/0/8993992.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-costa-bavaro/1300878/,US$ 500/Mes,28376.55,Costa Bavaro,2.0,2.0,"Costa Bavaro, B�varo, Punta Cana, La Altagracia",Punta Cana,La Altagracia,Nueva,Residencial,80,3,0,No,2022,Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Balc�n-Cisterna-Control de Acceso-Gazebo-Seguridad 24 Horas-Walk In Closet,9,https://img.supercasas.com/AdsPhotos/800x600/0/9018653.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1274138/,"US$ 2,500/Mes",141882.75,Piantini,2.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,98,13,1,No,2021,Aire Acondicionado-Ascensor-Balc�n-Cisterna-Gimnasio-Jacuzzi-Lobby-Piscina-Pozo-Seguridad 24 Horas-Walk In Closet,11,https://img.supercasas.com/AdsPhotos/800x600/0/8735430.jpg
supercasas,https://www.supercasas.com/oficinas-alquiler-arroyo-hondo-viejo/1303272/,"US$ 1,450/Mes",82291.995,Arroyo Hondo Viejo,5.0,1.0,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Comercial,73,3,0,No,N/D,1/2 Ba�o-Agua Potable-Aire Acondicionado-Cisterna-Seguridad 24 Horas,5,https://img.supercasas.com/AdsPhotos/800x600/0/9043261.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1300781/,"US$ 1,100/Mes",62428.41,Piantini,2.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,137,7,1,No,N/D,Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Pozo,8,https://img.supercasas.com/AdsPhotos/800x600/0/9017710.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1297500/,"US$ 2,000/Mes",113506.2,Evaristo Morales,3.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,140,6,2,No,N/D,1/2 Ba�o-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,13,https://img.supercasas.com/AdsPhotos/800x600/0/8983377.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-ensanche-paraiso/1304890/,US$ 750/Mes,42564.825,Ensanche Para�so,2.0,2.5,"Ensanche Para�so, Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,117,3,0,No,N/D,1/2 Ba�o-Balc�n-Cisterna-Cuarto de Servicio-Planta El�ctrica-Pozo,6,https://img.supercasas.com/AdsPhotos/800x600/0/9061114.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-el-pedregal/1304546/,US$ 950/Mes,53915.445,El Pedregal,2.0,2.5,"El Pedregal, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,70,7,1,No,N/D,1/2 Ba�o-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Cisterna-Planta El�ctrica-Pozo-Seguridad 24 Horas-Walk In Closet,9,https://img.supercasas.com/AdsPhotos/800x600/0/9057370.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-arroyo-hondo-viejo/1302979/,"US$ 1,100/Mes",62428.41,Arroyo Hondo Viejo,3.0,2.0,"Arroyo Hondo Viejo, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,145,7,1,No,N/D,Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Gimnasio-Lobby-Piscina-Pozo-Walk In Closet,10,https://img.supercasas.com/AdsPhotos/800x600/0/9040227.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-el-millon/1298188/,US$ 950/Mes,53915.445,El Millon,2.0,2.5,"El Millon, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,128,5,1,No,N/D,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Lobby-Planta El�ctrica,7,https://img.supercasas.com/AdsPhotos/800x600/0/8990537.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1292044/,"US$ 1,100/Mes",62428.41,Evaristo Morales,3.0,3.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,200,8,1,No,N/D,1/2 Ba�o-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Planta El�ctrica,7,https://img.supercasas.com/AdsPhotos/800x600/0/8925690.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1286797/,"US$ 1,375/Mes",78035.5125,Evaristo Morales,2.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,134,3,1,No,2021,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Terraza,10,https://img.supercasas.com/AdsPhotos/800x600/0/8869422.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1300682/,"US$ 1,200/Mes",68103.72,Piantini,1.0,1.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,75,9,1,No,N/D,1/2 Ba�o-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Gimnasio-Jacuzzi-Lobby-Piscina-Planta El�ctrica-Pozo-Sauna,12,https://img.supercasas.com/AdsPhotos/800x600/0/9016653.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-bella-vista/1300239/,"US$ 1,500/Mes",85129.65,Bella Vista,3.0,2.5,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,190,2,1,No,N/D,1/2 Ba�o-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Jacuzzi-Lobby-Planta El�ctrica-Pozo-Terraza-Walk In Closet,12,https://img.supercasas.com/AdsPhotos/800x600/0/9012301.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1295238/,"US$ 1,150/Mes",65266.065,Piantini,1.0,1.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,72,6,1,No,N/D,1/2 Ba�o-Aire Acondicionado-Ascensor-Gimnasio-Jacuzzi-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas,9,https://img.supercasas.com/AdsPhotos/800x600/0/8959364.jpg
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1305093/,"US$ 1,300/Mes",73779.03,La Esperilla,1.0,1.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,66,7,1,No,N/D,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Gimnasio-Lobby-Picuzzi-Planta El�ctrica-Pozo-Seguridad 24 Horas,11,https://img.supercasas.com/AdsPhotos/800x600/0/9063302.jpg
