website,link,price_crawled,price_DOP,title,rooms,bathrooms,location_crawled,sector,province,condition,current_use,square_footage,floor,elevator,buildable,construction_year,amenities,amount_amenities,image_link,banos,aguaPotable,aireAcondicionado,areaJuegosInfantiles,areaServicio,ascensor,balcon,cisterna,controlAcceso,cuartoServicio,estarFamiliar,estudio,gazebo,gimnasio,inversor,jacuzzi,lobby,patio,picuzzi,piscina,plantaElectrica,pozo,satelite,sauna,seguridad,shutters,terraza,vestidores
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-julia/1289234/,"US$ 1,800/Mes",98208.0,La Julia,3.0,3.5,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,185.0,0.0,4.0,0,2021.0,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,22.0,https://img.supercasas.com/AdsPhotos/800x600/0/8896270.jpg,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1304194/,US$ 850/Mes,46376.0,Piantini,1.0,1.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,0.0,1.0,0,nan,Agua Potable-Aire Acondicionado-Ascensor-Planta El�ctrica-Seguridad 24 Horas,5.0,https://img.supercasas.com/AdsPhotos/800x600/0/9053652.jpg,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1296169/,"RD$ 43,000/Mes",41338.35860948565,Piantini,2.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Remodelada,Residencial,125.0,3.0,0.0,0,nan,1/2 Ba�o-Agua Potable-Area Servicio Independiente-Balc�n-Cisterna-Pozo-Seguridad 24 Horas-Vestidores,8.0,https://img.supercasas.com/AdsPhotos/800x600/0/8969368.jpg,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303854/,"US$ 1,600/Mes",87296.0,La Esperilla,3.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,165.0,0.0,1.0,0,nan,1/2 Ba�o-Agua Potable-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Lobby-Seguridad 24 Horas-Terraza-Walk In Closet,10.0,https://img.supercasas.com/AdsPhotos/800x600/0/9049789.jpg,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-sur/1295938/,"US$ 2,200/Mes",120032.0,Mirador Sur,3.0,3.5,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,170.0,6.0,1.0,0,nan,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Cisterna-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Pozo-Terraza,10.0,https://img.supercasas.com/AdsPhotos/800x600/0/8966830.jpg,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1298851/,"US$ 1,600/Mes",87296.0,Gazcue,3.0,2.5,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,178.0,3.0,1.0,0,nan,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/8997585.jpg,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1297069/,"US$ 1,400/Mes",76383.99999999999,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,4.0,1.0,0,nan,1/2 Ba�o-Ascensor-Cisterna-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Pozo,8.0,https://img.supercasas.com/AdsPhotos/800x600/0/8978879.jpg,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1296060/,"US$ 1,600/Mes",87296.0,Evaristo Morales,1.0,1.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,3.0,1.0,0,nan,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Cisterna-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Terraza,10.0,https://img.supercasas.com/AdsPhotos/800x600/0/8968168.jpg,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1295679/,"US$ 1,250/Mes",68200.0,Evaristo Morales,1.0,1.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,60.0,0.0,0.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Control de Acceso-Gimnasio-Lobby-Picuzzi-Planta El�ctrica-Seguridad 24 Horas-Walk In Closet,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/8963932.jpg,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1303167/,"US$ 1,400/Mes",76383.99999999999,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,0.0,0.0,0,nan,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Terraza,4.0,https://img.supercasas.com/AdsPhotos/800x600/0/9042150.jpg,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1298850/,"US$ 2,300/Mes",125488.0,Gazcue,3.0,2.5,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,205.0,13.0,1.0,0,nan,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo,10.0,https://img.supercasas.com/AdsPhotos/800x600/0/8997574.jpg,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1295937/,"US$ 1,300/Mes",70928.0,La Esperilla,1.0,1.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,66.0,4.0,2.0,0,nan,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Balc�n-Gimnasio-Picuzzi-Planta El�ctrica-Terraza,8.0,https://img.supercasas.com/AdsPhotos/800x600/0/8966820.jpg,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1295949/,"US$ 1,600/Mes",87296.0,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,92.0,5.0,2.0,0,nan,Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica,8.0,https://img.supercasas.com/AdsPhotos/800x600/0/8966974.jpg,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1303179/,"US$ 1,800/Mes",98208.0,Evaristo Morales,3.0,3.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,180.0,4.0,1.0,0,nan,1/2 Ba�o-Ascensor-Cuarto de Servicio-Seguridad 24 Horas,4.0,https://img.supercasas.com/AdsPhotos/800x600/0/9042247.jpg,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303228/,"US$ 1,400/Mes",76383.99999999999,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,125.0,0.0,1.0,0,nan,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Terraza,13.0,https://img.supercasas.com/AdsPhotos/800x600/0/9042775.jpg,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-ensanche-paraiso/1304871/,"US$ 1,000/Mes",54559.99999999999,Ensanche Para�so,2.0,2.0,"Ensanche Para�so, Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,120.0,6.0,0.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Lobby-Planta El�ctrica-Seguridad 24 Horas,7.0,https://img.supercasas.com/AdsPhotos/800x600/0/9060901.jpg,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-ciudad-modelo/1298289/,US$ 850/Mes,46376.0,Ciudad Modelo,3.0,2.5,"Ciudad Modelo, Santo Domingo Norte, Santo Domingo",Santo Domingo Norte,Santo Domingo,Segundo Uso,Residencial,140.0,0.0,2.0,0,nan,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Control de Acceso-Estar Familiar-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,14.0,https://img.supercasas.com/AdsPhotos/800x600/0/8991604.jpg,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1304276/,"US$ 2,100/Mes",114576.0,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,135.0,0.0,2.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Shutters-Terraza-Walk In Closet,17.0,https://img.supercasas.com/AdsPhotos/800x600/0/9054507.jpg,1,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1302641/,"US$ 1,400/Mes",76383.99999999999,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,150.0,7.0,2.0,0,nan,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Shutters-Walk In Closet,12.0,https://img.supercasas.com/AdsPhotos/800x600/0/9036518.jpg,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-norte/1300116/,"US$ 1,050/Mes",57288.0,Mirador Norte,3.0,2.5,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,185.0,5.0,1.0,0,nan,1/2 Ba�o-Agua Potable-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Lobby-Planta El�ctrica-Seguridad 24 Horas-Vestidores,12.0,https://img.supercasas.com/AdsPhotos/800x600/0/9010969.jpg,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-ensanche-paraiso/1302191/,"US$ 1,700/Mes",92752.0,Ensanche Para�so,3.0,3.0,"Ensanche Para�so, Paraiso, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,173.0,5.0,1.0,0,nan,Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas,9.0,https://img.supercasas.com/AdsPhotos/800x600/0/9031560.jpg,0,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1302779/,US$ 900/Mes,49104.0,Evaristo Morales,2.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,140.0,0.0,1.0,0,nan,1/2 Ba�o-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Lobby-Planta El�ctrica-Seguridad 24 Horas,9.0,https://img.supercasas.com/AdsPhotos/800x600/0/9038048.jpg,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-miramar/1303431/,"US$ 1,100/Mes",60016.0,Miramar,3.0,2.5,"Miramar, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,170.0,0.0,0.0,0,nan,1/2 Ba�o-Agua Potable-Cisterna-Cuarto de Servicio-Family Room-Patio,6.0,https://img.supercasas.com/AdsPhotos/800x600/0/9045019.jpg,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303432/,"US$ 1,200/Mes",65472.0,La Esperilla,3.0,3.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,225.0,0.0,0.0,0,nan,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Terraza,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/9045038.jpg,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1297690/,"US$ 1,400/Mes",76383.99999999999,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,0.0,0.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Cisterna-Cuarto de Servicio-Family Room-Gimnasio-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Walk In Closet,13.0,https://img.supercasas.com/AdsPhotos/800x600/0/8985361.jpg,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1298896/,"US$ 2,300/Mes",125488.0,Gazcue,3.0,2.5,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,205.0,13.0,3.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,16.0,https://img.supercasas.com/AdsPhotos/800x600/0/8998022.jpg,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-costa-azul/1302755/,"US$ 1,100/Mes",60016.0,Costa Azul,2.0,2.0,"Costa Azul, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,0.0,0.0,0,nan,Agua Potable-Lobby-Planta El�ctrica,3.0,https://img.supercasas.com/AdsPhotos/800x600/0/9037741.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-sur/1302751/,"US$ 1,300/Mes",70928.0,Mirador Sur,3.0,3.5,"Mirador Sur, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,175.0,0.0,0.0,0,nan,1/2 Ba�o-Agua Potable-Balc�n-Cisterna-Cuarto de Servicio-Pozo,6.0,https://img.supercasas.com/AdsPhotos/800x600/0/9037703.jpg,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303526/,"US$ 1,200/Mes",65472.0,La Esperilla,1.0,1.0,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,75.0,0.0,1.0,0,nan,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Gimnasio-Lobby-Picuzzi-Planta El�ctrica-Terraza-Walk In Closet,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/9046116.jpg,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-bella-vista-norte/1304556/,US$ 850/Mes,46376.0,Bella Vista Norte,1.0,1.5,"Bella Vista Norte, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,90.0,3.0,1.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Planta El�ctrica-Pozo-Seguridad 24 Horas,7.0,https://img.supercasas.com/AdsPhotos/800x600/0/9057491.jpg,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1299281/,"US$ 1,200/Mes",65472.0,Gazcue,2.0,2.0,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,250.0,15.0,3.0,0,nan,1/2 Ba�o-Agua Potable-Ascensor-Balc�n-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/9002087.jpg,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303523/,"US$ 1,200/Mes",65472.0,La Esperilla,2.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,148.0,0.0,1.0,0,nan,1/2 Ba�o-Agua Potable-Ascensor-Cisterna-Cuarto de Servicio-Planta El�ctrica-Pozo-Seguridad 24 Horas,8.0,https://img.supercasas.com/AdsPhotos/800x600/0/9046085.jpg,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-bella-vista/1302756/,"US$ 3,500/Mes",190960.0,Bella Vista,4.0,3.5,"Bella Vista, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,241.0,8.0,4.0,0,nan,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Terraza,12.0,https://img.supercasas.com/AdsPhotos/800x600/0/9037757.jpg,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-norte/1304867/,"US$ 2,000/Mes",109119.99999999999,Mirador Norte,3.0,4.5,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,384.0,0.0,2.0,0,nan,1/2 Ba�o-Ascensor-Cisterna-Control de Acceso-Cuarto de Servicio-Gazebo-Lobby-Planta El�ctrica-Seguridad 24 Horas-Walk In Closet,10.0,https://img.supercasas.com/AdsPhotos/800x600/0/9060858.jpg,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303854/,"US$ 1,600/Mes",87296.0,La Esperilla,3.0,2.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,165.0,0.0,1.0,0,nan,1/2 Ba�o-Agua Potable-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Lobby-Seguridad 24 Horas-Terraza-Walk In Closet,10.0,https://img.supercasas.com/AdsPhotos/800x600/0/9049778.jpg,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1298911/,"US$ 1,800/Mes",98208.0,Gazcue,3.0,2.0,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,205.0,14.0,3.0,0,nan,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza,15.0,https://img.supercasas.com/AdsPhotos/800x600/0/8998172.jpg,1,1,0,1,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-los-restauradores/1304864/,"RD$ 48,000/Mes",46145.144494309556,Los Restauradores,3.0,2.5,"Los Restauradores, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,143.0,1.0,1.0,0,nan,Ascensor-Balc�n-Cuarto de Servicio,3.0,https://img.supercasas.com/AdsPhotos/800x600/0/9060833.jpg,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1284906/,"US$ 1,500/Mes",81839.99999999999,Piantini,2.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,0.0,5.0,2.0,0,2021.0,Agua Potable-Ascensor-Balc�n-Cisterna-Control de Acceso-Gimnasio-Picuzzi-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/8849741.jpg,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1303307/,"US$ 3,000/Mes",163679.99999999997,La Esperilla,3.0,3.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,193.0,5.0,1.0,0,2023.0,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Control de Acceso-Cuarto de Servicio-Family Room-Gimnasio-Lobby-Picuzzi-Planta El�ctrica-Seguridad 24 Horas-Terraza-Walk In Closet,16.0,https://img.supercasas.com/AdsPhotos/800x600/0/9043629.jpg,1,1,1,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-renacimiento/1295744/,"US$ 1,000/Mes",54559.99999999999,Renacimiento,2.0,2.5,"Renacimiento, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,0.0,0.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Cisterna-Pozo-Seguridad 24 Horas,6.0,https://img.supercasas.com/AdsPhotos/800x600/0/8964658.jpg,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1294851/,"US$ 1,700/Mes",92752.0,Gazcue,3.0,3.0,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,300.0,8.0,2.0,0,2020.0,Agua Potable-Aire Acondicionado-Ascensor-Balc�n-Cisterna-Control de Acceso-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Walk In Closet,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/8955917.jpg,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1
