website,link,price_crawled,price_DOP,title,rooms,bathrooms,location_crawled,sector,province,condition,current_use,square_footage,floor,elevator,buildable,construction_year,amenities,amount_amenities,image_link,banos,aguaPotable,aireAcondicionado,areaJuegosInfantiles,areaServicio,ascensor,balcon,cisterna,controlAcceso,cuartoServicio,estarFamiliar,estudio,gazebo,gimnasio,inversor,jacuzzi,lobby,patio,picuzzi,piscina,plantaElectrica,pozo,satelite,sauna,seguridad,shutters,terraza,vestidores
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1300157/,"US$ 1,350/Mes",73655.99999999999,Piantini,1.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,71.0,6.0,2.0,0,2022.0,Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Terraza-Walk In Closet,10.0,https://img.supercasas.com/AdsPhotos/800x600/0/9011464.jpg,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1304233/,"US$ 1,200/Mes",65472.0,Piantini,1.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,50.0,3.0,1.0,0,nan,Aire Acondicionado-Ascensor-Balc�n-Gimnasio-Jacuzzi-Piscina-Terraza,7.0,https://img.supercasas.com/AdsPhotos/800x600/0/9054040.jpg,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1275260/,"US$ 1,200/Mes",65472.0,Piantini,1.0,1.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,7.0,1.0,0,nan,Ascensor-Balc�n-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas,6.0,https://img.supercasas.com/AdsPhotos/800x600/0/8747166.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1292375/,"US$ 1,200/Mes",65472.0,Evaristo Morales,1.0,1.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,N/D,Residencial,68.0,3.0,1.0,0,nan,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Cisterna-Gimnasio-Lobby-Planta El�ctrica,7.0,https://img.supercasas.com/AdsPhotos/800x600/0/8929269.jpg,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1279067/,"US$ 1,100/Mes",60016.0,Evaristo Morales,1.0,1.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,0.0,1.0,0,nan,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gimnasio-Planta El�ctrica-Seguridad 24 Horas-Walk In Closet,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/8787584.jpg,1,0,0,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-costa-azul/1303199/,"US$ 1,100/Mes",60016.0,Costa Azul,2.0,2.0,"Costa Azul, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,0.0,1.0,0,nan,Ascensor-Balc�n-Lobby-Planta El�ctrica,4.0,https://img.supercasas.com/AdsPhotos/800x600/0/9042432.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1298592/,"US$ 1,200/Mes",65472.0,Piantini,1.0,1.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,0.0,2.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Ascensor-Jacuzzi-Planta El�ctrica-Pozo-Seguridad 24 Horas-Walk In Closet,9.0,https://img.supercasas.com/AdsPhotos/800x600/0/8994828.jpg,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1
supercasas,https://www.supercasas.com/penthouse-alquiler-la-esperilla/1301544/,"US$ 2,200/Mes",120032.0,La Esperilla,2.0,4.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,200.0,11.0,0.0,0,nan,1/2 Ba�o-Agua Potable-Cisterna-Pozo-Seguridad 24 Horas-Terraza-Walk In Closet,7.0,https://img.supercasas.com/AdsPhotos/800x600/0/9025215.jpg,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-santo-domingo-este/1293086/,US$ 50/Mes,2728.0,Santo Domingo Este,1.0,1.0,"Santo Domingo Este, Santo Domingo",Santo Domingo Este,Santo Domingo,Segundo Uso,Residencial,0.0,3.0,2.0,0,nan,Ascensor-Gimnasio-Lobby-Piscina,4.0,https://img.supercasas.com/AdsPhotos/800x600/0/8937403.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-los-cacicazgos/1290597/,"US$ 2,900/Mes",158223.99999999997,Los Cacicazgos,3.0,3.5,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,N/D,Residencial,275.0,3.0,1.0,0,nan,Ascensor-Cisterna-Gimnasio-Lobby,4.0,https://img.supercasas.com/AdsPhotos/800x600/0/8910204.jpg,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1299826/,"US$ 2,500/Mes",136400.0,Evaristo Morales,3.0,3.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,250.0,3.0,1.0,0,nan,1/2 Ba�o-Agua Potable-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Family Room-Lobby-Planta El�ctrica-Seguridad 24 Horas-Walk In Closet,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/9007902.jpg,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
supercasas,"https://www.supercasas.com/penthouse-alquiler-bavaro,-punta-cana/1301483/","US$ 1,400/Mes",76383.99999999999,"B�varo, Punta Cana",2.0,2.5,"B�varo, Punta Cana, La Altagracia",Punta Cana,La Altagracia,Segundo Uso,Residencial,120.0,3.0,1.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Gimnasio-Planta El�ctrica-Pozo-Seguridad 24 Horas,12.0,https://img.supercasas.com/AdsPhotos/800x600/0/9024605.jpg,1,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1282355/,"US$ 2,500/Mes",136400.0,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,145.0,7.0,0.0,0,nan,1/2 Ba�o-Agua Potable-Ascensor-Control de Acceso-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Walk In Closet,9.0,https://img.supercasas.com/AdsPhotos/800x600/0/8822770.jpg,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-costa-azul/1303195/,"US$ 1,100/Mes",60016.0,Costa Azul,2.0,2.0,"Costa Azul, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,0.0,1.0,0,nan,Ascensor-Balc�n-Lobby-Planta El�ctrica,4.0,https://img.supercasas.com/AdsPhotos/800x600/0/9042392.jpg,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1301541/,"US$ 1,700/Mes",92752.0,Piantini,1.0,2.0,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,83.0,11.0,0.0,0,2022.0,Agua Potable-Cisterna-Gimnasio-Piscina-Pozo-Seguridad 24 Horas-Terraza,7.0,https://img.supercasas.com/AdsPhotos/800x600/0/9025204.jpg,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1295456/,"US$ 1,700/Mes",92752.0,Gazcue,3.0,3.0,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,177.0,0.0,0.0,0,nan,Ascensor-Cisterna-Lobby-Planta El�ctrica-Pozo,5.0,https://img.supercasas.com/AdsPhotos/800x600/0/8961597.jpg,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-los-cacicazgos/1298627/,US$ 900/Mes,49104.0,Los Cacicazgos,1.0,1.5,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,60.0,6.0,0.0,0,nan,Ascensor-Cisterna-Gimnasio-Lobby-Pozo,5.0,https://img.supercasas.com/AdsPhotos/800x600/0/8995285.jpg,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-julieta-morales/1303366/,"US$ 1,100/Mes",60016.0,Julieta Morales,2.0,2.5,"Julieta Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,6.0,0.0,0,nan,1/2 Ba�o-Ascensor-Balc�n-Cuarto de Servicio-Walk In Closet,5.0,https://img.supercasas.com/AdsPhotos/800x600/0/9044291.jpg,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1304029/,"US$ 1,800/Mes",98208.0,Naco,4.0,4.0,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,0.0,0.0,0,nan,1/2 Ba�o-Ascensor-Cuarto de Servicio-Estar Familiar-Walk In Closet,5.0,https://img.supercasas.com/AdsPhotos/800x600/0/9051899.jpg,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-norte/1303230/,"US$ 1,300/Mes",70928.0,Mirador Norte,3.0,2.5,"Mirador Norte, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,175.0,3.0,0.0,0,nan,1/2 Ba�o-Ascensor-Balc�n-Cuarto de Servicio-Seguridad 24 Horas,5.0,https://img.supercasas.com/AdsPhotos/800x600/0/9042799.jpg,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-mirador-norte/1298626/,US$ 800/Mes,43648.0,Mirador Norte,1.0,1.5,"Mirador Norte, Santo Domingo Norte, Santo Domingo",Santo Domingo Norte,Santo Domingo,Segundo Uso,Residencial,58.0,4.0,0.0,0,nan,Ascensor-Cisterna-Lobby-Pozo,4.0,https://img.supercasas.com/AdsPhotos/800x600/0/8995275.jpg,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1294165/,"US$ 2,200/Mes",120032.0,Evaristo Morales,3.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,165.0,7.0,2.0,0,2021.0,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Control de Acceso-Cuarto de Servicio-Estar Familiar-Gimnasio-Jacuzzi-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Walk In Closet,18.0,https://img.supercasas.com/AdsPhotos/800x600/0/8961015.jpg,1,1,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1304717/,"US$ 1,200/Mes",65472.0,La Esperilla,3.0,3.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,252.0,9.0,2.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Cisterna-Control de Acceso-Cuarto de Servicio-Estar Familiar-Estudio-Family Room-Gazebo-Planta El�ctrica-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,16.0,https://img.supercasas.com/AdsPhotos/800x600/0/9059211.jpg,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-gazcue/1303900/,"US$ 1,500/Mes",81839.99999999999,Gazcue,2.0,2.0,"Gazcue, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,0.0,0.0,0,nan,Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Control de Acceso-Gimnasio-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Walk In Closet,13.0,https://img.supercasas.com/AdsPhotos/800x600/0/9050339.jpg,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-piantini/1299859/,"US$ 1,250/Mes",68200.0,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,137.0,3.0,0.0,0,nan,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area Servicio Independiente-Ascensor-Balc�n-Control de Acceso-Gimnasio-Planta El�ctrica-Pozo-Seguridad 24 Horas,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/9008160.jpg,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-julia/1304712/,"US$ 1,250/Mes",68200.0,La Julia,2.0,2.5,"La Julia, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,135.0,2.0,3.0,0,nan,1/2 Ba�o-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Cisterna-Cuarto de Servicio-Family Room-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza,15.0,https://img.supercasas.com/AdsPhotos/800x600/0/9059166.jpg,1,0,1,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1300347/,"US$ 1,150/Mes",62744.0,Piantini,1.0,1.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,63.0,13.0,2.0,0,nan,1/2 Ba�o-Ascensor-Balc�n-Control de Acceso-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Terraza-Walk In Closet,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/9013427.jpg,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-los-cacicazgos/1298704/,"US$ 1,400/Mes",76383.99999999999,Los Cacicazgos,1.0,1.5,"Los Cacicazgos, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,80.0,13.0,1.0,0,nan,1/2 Ba�o-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Control de Acceso-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Terraza,12.0,https://img.supercasas.com/AdsPhotos/800x600/0/8996051.jpg,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1298447/,"US$ 3,300/Mes",180048.0,Piantini,2.0,2.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,155.0,12.0,1.0,0,nan,1/2 Ba�o-Aire Acondicionado-Ascensor-Balc�n-Control de Acceso-Cuarto de Servicio-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Terraza,12.0,https://img.supercasas.com/AdsPhotos/800x600/0/8993283.jpg,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1300325/,"US$ 1,350/Mes",73655.99999999999,Naco,2.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,5.0,1.0,0,nan,1/2 Ba�o-Aire Acondicionado-Area de Juegos Infantiles-Ascensor-Balc�n-Control de Acceso-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/9013177.jpg,1,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1298441/,"US$ 1,700/Mes",92752.0,Piantini,1.0,1.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,76.0,10.0,1.0,0,nan,1/2 Ba�o-Aire Acondicionado-Ascensor-Gimnasio-Jacuzzi-Lobby-Piscina-Sat�lite-Sauna-Seguridad 24 Horas-Walk In Closet,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/8993196.jpg,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,1,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1299727/,US$ 950/Mes,51831.99999999999,Evaristo Morales,1.0,1.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,66.0,6.0,1.0,0,nan,1/2 Ba�o-Area de Juegos Infantiles-Ascensor-Control de Acceso-Lobby-Picuzzi-Planta El�ctrica-Seguridad 24 Horas,8.0,https://img.supercasas.com/AdsPhotos/800x600/0/9006868.jpg,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-evaristo-morales/1302306/,"US$ 1,350/Mes",73655.99999999999,Evaristo Morales,2.0,2.5,"Evaristo Morales, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,150.0,7.0,1.0,0,nan,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Ascensor-Estar Familiar-Gimnasio-Jacuzzi,7.0,https://img.supercasas.com/AdsPhotos/800x600/0/9032909.jpg,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1304116/,"US$ 1,800/Mes",98208.0,Naco,3.0,2.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,0.0,2.0,1.0,0,nan,1/2 Ba�o-Aire Acondicionado-Ascensor-Balc�n-Cuarto de Servicio-Estar Familiar-Planta El�ctrica-Walk In Closet,8.0,https://img.supercasas.com/AdsPhotos/800x600/0/9052821.jpg,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1297748/,"US$ 1,550/Mes",84567.99999999999,Piantini,1.0,1.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,70.0,12.0,2.0,0,nan,1/2 Ba�o-Aire Acondicionado-Ascensor-Balc�n-Control de Acceso-Gimnasio-Lobby-Piscina-Seguridad 24 Horas-Terraza,10.0,https://img.supercasas.com/AdsPhotos/800x600/0/8986041.jpg,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1298448/,"US$ 1,500/Mes",81839.99999999999,Piantini,1.0,1.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,86.0,9.0,6.0,0,nan,1/2 Ba�o-Aire Acondicionado-Ascensor-Balc�n-Control de Acceso-Gimnasio-Lobby-Piscina-Planta El�ctrica-Seguridad 24 Horas-Terraza-Walk In Closet,12.0,https://img.supercasas.com/AdsPhotos/800x600/0/8993284.jpg,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-dorado-ll/1304122/,"RD$ 35,000/Mes",33647.501193767384,Dorado ll,3.0,2.5,"Dorado ll, Santiago, Santiago de los Caballeros ",Santiago,Santiago de los Caballeros ,Nueva,Residencial,132.0,1.0,0.0,0,nan,1/2 Ba�o-Agua Potable-Area de Juegos Infantiles-Balc�n-Cisterna-Control de Acceso-Cuarto de Servicio-Gazebo-Inversor-Patio-Terraza-Walk In Closet,12.0,https://img.supercasas.com/AdsPhotos/800x600/0/9052901.jpg,1,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-piantini/1298450/,"US$ 1,400/Mes",76383.99999999999,Piantini,1.0,1.5,"Piantini, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,101.0,7.0,2.0,0,nan,1/2 Ba�o-Aire Acondicionado-Ascensor-Balc�n-Control de Acceso-Gimnasio-Lobby-Planta El�ctrica-Seguridad 24 Horas-Terraza-Walk In Closet,11.0,https://img.supercasas.com/AdsPhotos/800x600/0/8993311.jpg,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-la-esperilla/1298126/,US$ 950/Mes,51831.99999999999,La Esperilla,1.0,1.5,"La Esperilla, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Segundo Uso,Residencial,65.0,0.0,2.0,0,nan,1/2 Ba�o-Aire Acondicionado-Ascensor-Balc�n-Gimnasio-Patio-Piscina-Planta El�ctrica-Seguridad 24 Horas,9.0,https://img.supercasas.com/AdsPhotos/800x600/0/8989859.jpg,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-alquiler-urbanizacion-real/1304320/,"US$ 1,200/Mes",65472.0,Urbanizacion Real,1.0,1.5,"Urbanizacion Real, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,75.0,0.0,4.0,0,2022.0,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Gazebo-Gimnasio-Lobby-Piscina-Planta El�ctrica-Pozo-Sauna-Seguridad 24 Horas-Shutters-Terraza-Vestidores-Walk In Closet,22.0,https://img.supercasas.com/AdsPhotos/800x600/0/9054902.jpg,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1
supercasas,https://www.supercasas.com/apartamentos-alquiler-naco/1304293/,"US$ 1,700/Mes",92752.0,Naco,3.0,3.5,"Naco, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,185.0,0.0,2.0,0,nan,1/2 Ba�o-Aire Acondicionado-Ascensor-Estar Familiar-Planta El�ctrica-Seguridad 24 Horas,6.0,https://img.supercasas.com/AdsPhotos/800x600/0/9054680.jpg,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
supercasas,https://www.supercasas.com/apartamentos-venta-y-alquiler-el-vergel/1285816/,US$ 900/Mes,49104.0,El Vergel,1.0,1.5,"El Vergel, Santo Domingo Centro (D.N.), Santo Domingo",Santo Domingo Centro (D.N.),Santo Domingo,Nueva,Residencial,75.0,0.0,3.0,0,2020.0,1/2 Ba�o-Agua Potable-Aire Acondicionado-Area de Juegos Infantiles-Area Servicio Independiente-Ascensor-Balc�n-Cisterna-Control de Acceso-Estar Familiar-Gazebo-Gimnasio-Jacuzzi-Lobby-Planta El�ctrica-Pozo-Seguridad 24 Horas-Terraza-Vestidores-Walk In Closet,20.0,https://img.supercasas.com/AdsPhotos/800x600/0/8859202.jpg,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1
