website,link,price_crawled,price_DOP,date_crawled,day_upload,month_upload,year_upload,title,location_crawled,sector_from_location,province,tipo,rooms,bathrooms,other_specs,square_footage,half_bathrooms,sector_from_specs,amenities_description,amount_amenities,image_link,
corotos,https://www.corotos.com.do/listings/rento-apartamento-con-la-linea-blanca-01ghyyjq5t6xjbzfzf7end336y?q%5Bpublished_at_lteq%5D=2023-03-02T05%3A08%3A00Z&q%5Bsorts%5D=published_at+desc&search=renta+de+apartamentos&page=1&per_page=36&details_page=36&count=205&render_time=2023-03-02T05%3A08%3A00Z,1100,62428.41,Publicado: 17 de febrero de 2023,17,2,Rento apartamento amoblado 1 habitacion ,"Distrito Nacional, Santo Domingo",Distrito Nacional,Santo Domingo,Amueblado,1,1,,70,---,Piantini,Inversiones Fcesar SRL,1,https://img.corotos.com.do/variants/zvgq95lj9bkt5ysn411zi4t66629/ce679ccb626c0538ddf96ae31cb4fe352a5677a9ff9b875ffd4f22fc9348637b
corotos,https://www.corotos.com.do/listings/renta-centrico-apartamento-de-dos-habitaciones-en-la-esmeralda-zws1hq9?q%5Bpublished_at_lteq%5D=2023-03-02T05%3A08%3A00Z&q%5Bsorts%5D=published_at+desc&search=renta+de+apartamentos&page=1&per_page=36&details_page=30&count=205&render_time=2023-03-02T05%3A08%3A00Z,700,39727.170000000006,Publicado: 21 de febrero de 2023,21,2,"RENTA CENTRICO APARTAMENTO DE DOS HABITACIONES, EN LA ESMERALDA.","Santiago de los Caballeros, Santiago",Santiago de los Caballeros,Santiago,Sin Amueblar,2,0,,119,---,La Esmeralda,"DESPENSA.-CLOSET DE ROPA BLANCA.-BALCON.-RENTA CENTRICO APARTAMENTO DE DOS HABITACIONES, EN LA ESMERALDA. -VISTA .-AREA DE LAVADO.-SALA.-PARQUEO TECHADO.-ACOGEDOR.-COCINA.-BUENA VENTILACION.-ESTE MARVILLOSO APARTAMENTO UBICADO EN LA ZONA DE LA ESMERALDA... ESTA DISTRIBUIDO DE LA SIGUIENTE MANERA:-AMENIDADES:-BAï¿½O COMUN.-MEDIO BAï¿½O DE VISITAS.-COMEDOR.-DOS HABITACIONES, CADA UNA CON SUS CLOSET.-US$850.00-ASCENSOR.",19,https://img.corotos.com.do/variants/6x6fi81ruf5vy2yxsncx62wki8ai/ce679ccb626c0538ddf96ae31cb4fe352a5677a9ff9b875ffd4f22fc9348637b
corotos,https://www.corotos.com.do/listings/sin-intermediarios-rento-apartamento-amueblado-moderno-5hw45ty?q%5Bpublished_at_lteq%5D=2023-03-02T05%3A08%3A00Z&q%5Bsorts%5D=published_at+desc&search=renta+de+apartamentos&page=1&per_page=36&details_page=20&count=205&render_time=2023-03-02T05%3A08%3A00Z,1000,56753.100000000006,Publicado: 23 de febrero de 2023,23,2,Sin Intermediarios Rento apartamento amueblado moderno,"Distrito Nacional, Santo Domingo",Distrito Nacional,Santo Domingo,Amueblado,1,1,,1,---,Otro,Ascensor-Inversiones Fcesar-Asesores inmobiliarios-Gas comï¿½n-Planta full-ï¿½rea social con piscina-Prï¿½ximo al banco central de la nuï¿½ez de caceres,7,https://img.corotos.com.do/variants/u5uu2e9z1cgy2uc74jd4xje47y8k/ce679ccb626c0538ddf96ae31cb4fe352a5677a9ff9b875ffd4f22fc9348637b
corotos,https://www.corotos.com.do/listings/apartamento-con-piscina-de-renta-amueblado-santiago-01gj924xk99292mbe8v4gyk1e0?q%5Bpublished_at_lteq%5D=2023-03-02T05%3A08%3A00Z&q%5Bsorts%5D=published_at+desc&search=renta+de+apartamentos&page=1&per_page=36&details_page=2&count=205&render_time=2023-03-02T05%3A08%3A00Z,900,51077.79,Publicado: 28 de febrero de 2023,28,2,"Apartamento con Piscina de Renta Amueblado, Santiago","Santiago de los Caballeros, Santiago",Santiago de los Caballeros,Santiago,Sin Amueblar,3,2,,90,---,Otro,ï¿½ Comedor-ï¿½ Balcon-ï¿½ Sala-ï¿½ Area de Lavado-ï¿½ Control de Acceso-ï¿½ Y mucho mï¿½s.-Precio: 900$us-ï¿½ Cocina-ï¿½ 2 Baï¿½os-ï¿½ Seguridad 24/7-ï¿½ Area Social / Piscina / Area de Niï¿½os-ï¿½ Parqueo Privado-(con mantenimiento incluido)- -ï¿½ 3 Habitaciones-Caracteristicas:,16,https://img.corotos.com.do/variants/f34biu1eolbbiovek5o4c0noj1mm/ce679ccb626c0538ddf96ae31cb4fe352a5677a9ff9b875ffd4f22fc9348637b
corotos,https://www.corotos.com.do/listings/alquiler-apartamento-carmen-renta-iii-sector-de-pantoja-gry8zf6?q%5Bpublished_at_lteq%5D=2023-03-02T05%3A08%3A00Z&q%5Bsorts%5D=published_at+desc&search=renta+de+apartamentos&page=1&per_page=36&details_page=33&count=205&render_time=2023-03-02T05%3A08%3A00Z,15000,851296.5,Publicado: 20 de febrero de 2023,20,2,ALQUILER APARTAMENTO CARMEN RENTA III SECTOR DE PANTOJA ,"Santo Domingo Oeste, Santo Domingo",Santo Domingo Oeste,Santo Domingo,Sin Amueblar,3,2,,80,---,Otro,"- Sala-- Verjas de seguridad--2do. Nivel--Dos baï¿½os-Descripciï¿½n Apartamento de Josefina--Seguridad 24 horas--Buena ventilaciï¿½n, siempre este fresco--Luz 24 horas--Tres habitaciones, principal con baï¿½o-Precio del alquiler RD$15,000.00 Mantenimiento incluido--ï¿½rea de lavado--Derecho a la Terraza--Manzana prï¿½ximo a la entrada--Agua permanente--Comedor--Zona segura y tranquila para vivir--Un parqueo--Balcï¿½n con verja y toldo--Supermercados y colegios cerca-- Iglesias, ï¿½rea de esparcimiento y recreaciï¿½n.--Fï¿½cil accesos a rutas de vehï¿½culos pï¿½blicos, por Carretera la Isabela y por la Monumental.",21,https://img.corotos.com.do/variants/cc2xzt5suth7dmp2gm4ck5vk7oa5/ce679ccb626c0538ddf96ae31cb4fe352a5677a9ff9b875ffd4f22fc9348637b
corotos,https://www.corotos.com.do/listings/rento-apartamento-amueblado-full-proximo-plazas-comerciales-t566fw8?q%5Bpublished_at_lteq%5D=2023-03-02T05%3A08%3A00Z&q%5Bsorts%5D=published_at+desc&search=renta+de+apartamentos&page=1&per_page=36&details_page=22&count=205&render_time=2023-03-02T05%3A08%3A00Z,850,48240.135,Publicado: 22 de febrero de 2023,22,2,Rento apartamento amueblado full prï¿½ximo plazas comerciales,"Distrito Nacional, Santo Domingo",Distrito Nacional,Santo Domingo,Amueblado,1,1,,80,---,Bella vista ,"Apartamento:-Portï¿½n elï¿½ctrico-Ascensor, Planta Full, -Importante:-Este apto posee un sistema de ahorro de energï¿½a que consiste en dos (2) aires acondicionados Inverter, mas dos (2) abanicos nuevos de techo con sus respectivas lï¿½mparas, mï¿½s bombillos led certificados en todas las ï¿½reas.-Alquilo Apartamento de 1 habitaciï¿½n en torre, amueblado en Bella Vista, prï¿½ximo a Downtown Center, excelente ubicaciï¿½n.-Los interesados deben informar si tienen animales o mascotas. -Ventanas con cristal panorï¿½mico-3er nivel, 1baï¿½o, 1/2 baï¿½o visita-Camaras de seguridad-1 (un) Parqueo techado-Apto impecable, exquisitamente decorado moderno, amplio y espacioso de 90 mts 2",12,https://img.corotos.com.do/variants/6az9qdvfso1j230xt6ao4zpovaoo/ce679ccb626c0538ddf96ae31cb4fe352a5677a9ff9b875ffd4f22fc9348637b
corotos,https://www.corotos.com.do/listings/rento-apartamento-en-torre-con-vista-al-mar-hge3wm4?q%5Bpublished_at_lteq%5D=2023-03-02T05%3A08%3A00Z&q%5Bsorts%5D=published_at+desc&search=renta+de+apartamentos&page=1&per_page=36&details_page=12&count=205&render_time=2023-03-02T05%3A08%3A00Z,700,39727.170000000006,Publicado: 24 de febrero de 2023,24,2,Rento Apartamento en Torre con Vista al Mar,"Distrito Nacional, Santo Domingo",Distrito Nacional,Santo Domingo,Sin Amueblar,1,1,,70,---,Ciudad Universitaria,2 ascensores-Seguridad 24-7-Planta full-Cocina-Amenidades-Cuarto familiar Lavaplatos-Electrï¿½nica y electrodomï¿½sticos-Salï¿½n multiuso climatizado-Area de juegos climatizado-Gas comï¿½n-Cï¿½maras de seguridad-Balcï¿½n-Desayunador-Gimnasio climatizado-1/2 baï¿½o de visita-Ascensor Portero Portï¿½n elï¿½ctrico Seguridad 24 Horas	-Precio de renta US$700-Caracterï¿½sticas-Mantenimiento incluido-1 habitaciones con walk-in clï¿½set-Cocina caliente-Parqueo techado-Comedor-Conserje-General-Exterior-Lobby climatizado-Area de lavado-Sala,29,https://img.corotos.com.do/variants/d3g2bq4rsof0c5iikyh1351tl7e7/ce679ccb626c0538ddf96ae31cb4fe352a5677a9ff9b875ffd4f22fc9348637b
corotos,https://www.corotos.com.do/listings/apartamento-en-renta-piantini-8gr2vbd?q%5Bpublished_at_lteq%5D=2023-03-02T05%3A08%3A00Z&q%5Bsorts%5D=published_at+desc&search=renta+de+apartamentos&page=1&per_page=36&details_page=8&count=205&render_time=2023-03-02T05%3A08%3A00Z,1600,90804.96,Publicado: 26 de febrero de 2023,26,2,Apartamento en Renta Piantini ,"Distrito Nacional, Santo Domingo",Distrito Nacional,Santo Domingo,Amueblado,1,1,,70,---,Piantini,"1 habitaciï¿½n totalmente amueblado-cocina con linea blanca incluida-70 metros-ubicado en el centro de la cuidad. proximo a los centro comercial -sala, comedor equipada",5,https://img.corotos.com.do/variants/er4mgxw31a3dlkj2qe90d5gr9pib/ce679ccb626c0538ddf96ae31cb4fe352a5677a9ff9b875ffd4f22fc9348637b
corotos,https://www.corotos.com.do/listings/apartamento-95-m2-en-renta-amueblado-2-habitaciones-santiago-01gaw4dpfjx4hhb4s2bg1k7wp8,800,45402.48,Publicado: 15 de diciembre de 2022,15,12,"Apartamento 95 M2 en Renta Amueblado, 2 Habitaciones, Santiago.","Santiago de los Caballeros, Santiago",Santiago de los Caballeros,Santiago,Amueblado,2,2,,95,---,Los Laureles,"ï¿½	Zona Tranquila y Cï¿½ntrica -ï¿½	Un parqueo-ï¿½	Habitaciï¿½n secundaria con closet-ï¿½	Balcï¿½n-ï¿½	Ventanas corredizas en cristal-Precio: US$800 al Mes -ï¿½	Cocina con desayunador-ï¿½	Diseï¿½o Sismo resistente-ï¿½	ï¿½rea de lavado-Cindy Real Estate Renta Hermoso y Acogedor apartamento Amueblado de 95 Mts2 en 3er Nivel, complejo de pocos apartamentos, privado. Ubicado en un sector exclusivo ï¿½Los Laurelesï¿½ de la ciudad de Santiago, con la privacidad y tranquilidad de sus alrededores, es de fï¿½cil acceso. A unas cuadras de la Ave. Juan Pablo Duarte y a pocos Minutos del Homs, Ave. Rafael Vidal, supermercados y plazas. (CRE350)-Amenidades:-ï¿½	TV-ï¿½	Portï¿½n elï¿½ctrico-PARA MAYOR INFORMACION-ï¿½	Totalmente Equipado-Caracterï¿½sticas:-ï¿½	Baï¿½o comï¿½n-ï¿½	Habitaciï¿½n principal con aire acondicionado, closet y baï¿½o-CINDY UREï¿½A/CARLOS SANCHEZ-ï¿½	Intercom-Nota: Renta a largo plazo, mï¿½nimo 6 meses.-ï¿½	Protectores en Hierro-ï¿½	Sala-ï¿½	Inversor en ï¿½rea comï¿½n-ï¿½	Cisterna-ï¿½	Comedor",26,https://img.corotos.com.do/variants/wv9nqifi6bbv8w3ws2avvyfmcu7t/ce679ccb626c0538ddf96ae31cb4fe352a5677a9ff9b875ffd4f22fc9348637b
corotos,https://www.corotos.com.do/listings/amplio-apartamento-en-naco-para-renta-gjg7z2d?q%5Bpublished_at_lteq%5D=2023-03-02T05%3A08%3A00Z&q%5Bsorts%5D=published_at+desc&search=renta+de+apartamentos&page=1&per_page=36&details_page=4&count=205&render_time=2023-03-02T05%3A08%3A00Z,1500,85129.65000000001,Publicado: 28 de febrero de 2023,28,2,Amplio apartamento en Naco para renta,"Distrito Nacional, Santo Domingo",Distrito Nacional,Santo Domingo,Amueblado,3,1,,204,---,Ensanche Naco,"Cocina Modular. Area de lavado. Amplio balcï¿½n.-Interesados llamar-Apartamento de 3 habitaciones en Naco semi amueblado.-Precio Alquiler: US$1,500.00-Precio incluye mantenimiento.-Seguridad: Shutter y alarma de seguridad.-2 baï¿½os y medio.-2 Parqueos techados.-Cuenta con 204 metros de construcciï¿½n. Pisos en mï¿½rmol y madera de roble.-Edificio con seguridad 24 horas.",10,https://img.corotos.com.do/variants/asnhrvd551n7bv2txzdnz5i4v498/ce679ccb626c0538ddf96ae31cb4fe352a5677a9ff9b875ffd4f22fc9348637b
